Issue Type,Issue key,Issue id,Updated,Custom field (Epic Link),Created,Summary,Status,Resolution,Affects Version/s,Affects Version/s,Custom field (Story Points),Custom field (Epic Name),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Component/s,Custom field (Issue Resolution),Resolved,Sprint,Sprint,Custom field (Begin Date),Custom field (End Date),Fix Version/s,Fix Version/s,Outward issue link (Blocks),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Dependent),Outward issue link (Dependent),Outward issue link (Gantt: finish-start),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates)
Story,AAKO-5431,1011206,6/20/18 11:18,AAKO-3983,2/5/18 11:01,CPD: Drill Down for Mechanic: Mgmt Alliance  -  Lead Generation and Conversion ,Open,,,,,,Trauma,,,,,,,Stark,,,AAKO - Stark - C.4,,,,Trauma,,,,AAKO-5430,,,,,,,
Story,AAKO-5429,1011201,5/23/18 9:36,AAKO-3983,2/5/18 10:54,CPD: Drill Down for Mechanic: Quarterly Target * Rate,Open,,,,,,Joint_Recon_Distributor,,,,,,,Stark,,,,,,,Recon - Distributer,,,,AAKO-5131,,,,,,,
Story,AAKO-5428,1011200,5/23/18 9:36,AAKO-3983,2/5/18 10:51,CPD: Drill Down for Mechanic: Growth: PY Sales Up to PY Target * Rate,Open,,,,,,Joint_Recon_Direct,,,,,,,Stark,,,,,,,Recon - Direct ,,,,AAKO-5130,,,,,,,
Story,AAKO-5426,1010691,6/20/18 11:18,AAKO-3983,2/5/18 10:15,CPD: Drill Down for Mechanic: Growth: CY Quarter over PY Quarter * Rate,Open,,,,,,Trauma,,,,,,,Stark,,,AAKO - Stark - C.4,,,,Trauma,,,,AAKO-5128,,,,,,,
Story,AAKO-5421,1010672,5/1/18 9:20,AAKO-3982,2/5/18 9:08,Portal Access Management - Internal User,Completed,Done,Spine,,13,,FirstBU,,,,,,,Mormont,Done,5/1/18 9:20,AAKO - Mormont - Bandhavgarh.2,,,,Spine,,,,AAKO-5420,,,,,,,
Story,AAKO-5420,1010669,5/1/18 9:18,AAKO-3983,2/5/18 9:04,Portal Access Management - FSO User,Completed,Done,Spine,,13,,DPS,FirstBU,,,,,,Mormont,Done,5/1/18 9:18,AAKO - Mormont - Bandhavgarh.2,,,,Spine,,,,AAKO-5419,,,,,,,
Story,AAKO-5419,1010665,2/26/18 14:58,AAKO-3983,2/5/18 8:50,Portal View - FSO Manager,Completed,Done,Spine,,8,,DPS,FirstBU,,,,,,Stark,Done,2/26/18 14:58,AAKO - Stark - Acadia.2,,,,Spine,,,,AAKO-3240,,,,,,,
Story,AAKO-5394,1009670,6/22/18 15:45,AAKO-4890,2/4/18 12:53,Warning for Participant crediting - Sales Split% Override ,Open,,Spine,,5,,FirstBU,MUST,,,,,,Targaryen,,,AAKO-Targaryen - C1,,,,Spine,,,,,,,,,,,
Story,AAKO-5392,1009179,6/19/18 9:24,AAKO-4889,2/2/18 19:10,DBX - Receive 1@ from JDE - Adjust Gross and Net Sales Dollar Amt,Open,,Trauma,,,,Trauma,,,,,,,Targaryen,,,,,,,Trauma,,,,,,AAKO-5391,,,,,
Story,AAKO-5390,1009176,6/19/18 12:40,AAKO-4887,2/2/18 18:58,Lead Generation - Roll-Up Process,Open,,Trauma,,,,Trauma,,,,,,,Targaryen,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-5389,1009172,5/18/18 8:48,AAKO-4885,2/2/18 18:38,Update LifeNet Product Description with Value from LNH Sales,Completed,Done,Spine,,3,,PI-B,Spine,,,,,,Targaryen,Done,5/18/18 8:48,AAKO-Targaryen - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-5386,1009167,2/22/18 15:10,AAKO-4888,2/2/18 18:15,Set-Up Parameter - #2 Inv Re-Alignment -Components Requiring Sales Revenue Post Invoice Realignment,Completed,Done,Spine,,8,,FirstBU,,,,,,,Targaryen,Done,2/22/18 15:10,AAKO - Targaryen - Acadia.2,,,,Spine,,,AAKO-5668,,,,,,,,
Story,AAKO-5379,1009135,3/8/18 12:14,AAKO-4885,2/2/18 16:18,Add IC Graft ID to Sales Harmonized / Sales Processing,Completed,Done,Spine,,8,,Recon,Spine,,,,,,Targaryen,Done,3/8/18 12:14,AAKO - Targaryen - Acadia.3,,,,Spine,,,,,,,,,,,
Story,AAKO-5366,1008971,5/17/18 11:28,AAKO-2277,2/2/18 13:55,Data Validation Kickouts: Sales Data Assurance,Completed,Done,Spine,,3,,FirstBU,PI-B,,,,,,Mormont,Done,5/17/18 11:28,AAKO - Mormont - Bandhavgarh.3,,,,Spine,,,,AAKO-5365,,AAKO-5362,,,,,
Story,AAKO-5365,1008970,6/4/18 12:30,AAKO-2277,2/2/18 13:51,Data Validation Reporting: Sales Data Assurance,Completed,Done,Spine,,3,,FirstBU,PI-B,,,,,,Mormont,Done,6/4/18 12:30,AAKO - Mormont - Bandhavgarh.4,,,,Spine,,,,AAKO-2569,,AAKO-2568,,,,,
Story,AAKO-5364,1008947,5/17/18 11:28,AAKO-2277,2/2/18 12:53,Data Validation Kickouts: Participant Data Assurance,Completed,Done,Spine,,3,,FirstBU,PI-B,,,,,,Mormont,Done,5/17/18 11:28,AAKO - Mormont - Bandhavgarh.3,,,,Spine,,,,AAKO-4883,,AAKO-5362,,,,,
Story,AAKO-5363,1008938,5/9/18 13:10,AAKO-2277,2/2/18 12:38,Data Validation Kickouts: Customer Data Assurance,Completed,Fixed,Spine,,3,,FirstBU,,,,,,,Mormont,Fixed,5/9/18 13:10,AAKO - Mormont - Bandhavgarh.2,,,,Spine,,,,AAKO-2569,,AAKO-5362,,,,,
Story,AAKO-5362,1008929,4/24/18 8:17,AAKO-2277,2/2/18 12:28,Data Validation Kickouts: Product Data Assurance,Completed,Done,Spine,,5,,FirstBU,,,,,,,Mormont,Done,4/24/18 8:17,AAKO - Mormont - Bandhavgarh.1,,,,Spine,,,AAKO-6625,AAKO-2568,,,,,,,
Story,AAKO-5324,1006812,6/20/18 8:17,AAKO-5333,2/1/18 12:17,PLACEHOLDER: Accruals (added for complexity),Open,,ETH,,,,FirstBU,,,,,,,Mormont,,,,,,,ETH,,,,AAKO-5323,,,,,,,
Story,AAKO-5323,1006810,6/22/18 13:37,AAKO-5333,2/1/18 12:16,PLACEHOLDER: Accruals (added for complexity),Open,,Trauma,,,,Trauma,,,,,,,Mormont,,,,,,,Trauma,,,,AAKO-594,,,,,,,
Story,AAKO-5221,1001431,5/10/18 9:30,AAKO-3982,1/30/18 7:59,C&E Internal Analyst Portal - Tweaks and updates to entity and assignment tables,Completed,Done,Spine,,8,,FirstBU,,,,,,,Stark,Done,5/10/18 9:30,Stark - Bandhavgarh.2,,,,Spine,,,,,,,,,,,
Story,AAKO-5218,1001427,5/10/18 9:31,AAKO-3982,1/30/18 7:58,C&E Internal Analyst Portal - Build for Internal Analyst Roles,Completed,Done,Spine,,13,,FirstBU,,,,,,,Stark,Done,5/10/18 9:31,Stark - Bandhavgarh.2,,,,Spine,,,,,,,,,,,
Story,AAKO-5215,999714,2/14/18 8:23,AAKO-4885,1/29/18 11:01,Load Alliance Customers in the OneMD Customer Master,Completed,Done,Spine,,5,,FirstBU,,,,,,,Targaryen,Done,2/14/18 8:23,AAKO - Targaryen - Acadia.1,,,,Spine,,,,,,,,,AAKO-5373,AAKO-5372,
Story,AAKO-5211,998008,6/18/18 12:24,AAKO-3981,1/26/18 15:29,Inquiry Workflow: Requestor Form for Other/Misc,Open,,ETH,,3,,ETH,,,,,,,Stark,,,AAKO - Stark - C.4,,,,ETH,,,,AAKO-2558,,,,,,,
Story,AAKO-5209,997207,6/19/18 11:12,AAKO-4886,1/26/18 9:44,Process to Load Harmonized Alliance Completed Training Table and Manual Mtn,Open,,Trauma,,5,,Spine,,,,,,,Targaryen,,,AAKO-Targaryen - C4,,,,Trauma,,,,,,,,,,,
Story,AAKO-5196,992603,6/19/18 16:00,AAKO-4887,1/23/18 16:23,Setup Payment Parameter - Payment per Lead Generation,Open,,Trauma,,,,Trauma,,,,,,,Targaryen,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-5170,985968,5/23/18 16:48,AAKO-3984,1/18/18 13:47,Statements: Set of Earnings Drill Down Details,Completed,Done,Spine,,8,,DPS,PI-B,,,,,,Stark,Done,5/23/18 16:48,Stark - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-5163,985961,4/18/18 9:20,AAKO-3984,1/18/18 13:46,Statements: Earnings Drill Down Details for Baseline Average Growth: Earnings on $ Payout Table,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5160,985958,4/18/18 9:20,AAKO-3984,1/18/18 13:46,Statements: Earnings Drill Down Details for Geo Split Growth: Sales over Quota * Rate,Open,,ETH,,,,Acclarent,Ethicon,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5157,985955,4/18/18 9:20,AAKO-3984,1/18/18 13:46,Statements: Earnings Drill Down Details for Baseline Growth: Earnings on $ Payout Table,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5155,985953,4/18/18 9:20,AAKO-3984,1/18/18 13:46,Statements: Earnings Drill Down Details for Reporting Quota Attainment,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5150,985948,4/18/18 16:15,AAKO-3984,1/18/18 13:46,Statements: Earnings Drill Down Details for YE Performance Bonus * Rate,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5149,985947,4/18/18 9:25,AAKO-3984,1/18/18 13:46,Statements: Earnings Drill Down Details for Growth: Sales over Quota * Rate,Open,,Spine,,2,,Acclarent,ASP,BWI,Codman,DPS,Ethicon,Mentor,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5146,985944,6/6/18 9:53,AAKO-3984,1/18/18 13:46,Statements: Spine Commission Drill Downs for SD EOM & Crediting Date,Completed,Done,Spine,,3,,FirstBU,PI-B,Spine,,,,,Stark,Done,6/6/18 9:53,Stark - Bandhavgarh.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5144,985942,5/23/18 16:48,AAKO-3984,1/18/18 13:46,Statements: Spine DTP to populate IC Statement,Completed,Done,Spine,,8,,FirstBU,PI-B,Spine,,,,,Stark,Done,5/23/18 16:48,Stark - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-5143,985941,5/23/18 16:47,AAKO-3984,1/18/18 13:46,Statements: Spine Template for IC Statement,Completed,Done,Spine,,5,,FirstBU,PI-B,Spine,,,,,Stark,Done,5/23/18 16:47,Stark - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-5142,985940,6/6/18 9:53,AAKO-3984,1/18/18 13:46,Statements: Spine Growth Drill Downs,Completed,Done,Spine,,3,,FirstBU,PI-B,Spine,,,,,Stark,Done,6/6/18 9:53,Stark - Bandhavgarh.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5141,985939,6/6/18 9:52,AAKO-3984,1/18/18 13:46,Statements: Spine Quota Attainment Drill Downs,Completed,Done,Spine,,8,,FirstBU,PI-B,Spine,,,,,Stark,Done,6/6/18 9:52,Stark - Bandhavgarh.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5140,985938,4/18/18 9:25,AAKO-3984,1/18/18 13:46,Statements: Earnings Drill Down Details for Growth: Sales Over Baseline and Up To Quota * Rate,Open,,Spine,,2,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5138,985494,4/18/18 9:24,AAKO-3983,1/18/18 11:07,CPD: Earnings Drill Down Details for Geo Split Growth: Sales over Quota * Rate,Open,,,,,,Acclarent,Ethicon,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5133,985489,4/18/18 16:15,AAKO-3983,1/18/18 11:07,CPD: Earnings Drill Down Details for YE Performance Bonus * Rate,Open,,,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5127,985483,4/17/18 8:11,AAKO-3983,1/18/18 11:07,CPD: Earnings Drill Down Details for Baseline Growth: Earnings on $ Payout Table,Open,,,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5126,985482,4/17/18 8:07,AAKO-3983,1/18/18 11:07,CPD: Earnings Drill Down Details for Baseline Average Growth: Earnings on $ Payout Table,Open,,,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5120,985476,4/18/18 15:24,AAKO-3983,1/18/18 11:07,CPD: Earnings Drill Down Details for Reporting Quota Attainment,Open,,ETH,,,,,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5118,985474,4/18/18 9:24,AAKO-3983,1/18/18 11:07,CPD: Earnings Drill Down Details for Quota: Attainment & Earnings on Payout Table,Open,,ETH,,,,CSS,DPS,Ethicon,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5112,985544,3/15/18 10:24,AAKO-3983,1/18/18 10:42,CPD - Growth Drill Downs,Completed,Done,Spine,,8,,DPS,FirstBU,,,,,,Stark,Done,3/15/18 10:24,AAKO - Stark - Acadia.3,,,,Spine,,,,AAKO-5111,,,,,,,
Story,AAKO-5111,985538,3/13/18 19:28,AAKO-3983,1/18/18 10:35,CPD - Quota Attainment Drill Downs,Completed,Done,Spine,,8,,DPS,FirstBU,,,,,,Stark,Done,3/13/18 19:28,AAKO - Stark - Acadia.3,,,,Spine,,,,AAKO-5110,,,,,,,
Story,AAKO-5110,985537,3/15/18 10:03,AAKO-3983,1/18/18 10:34,CPD - Commission Drill Downs for Crediting Date,Completed,Done,Spine,,8,,DPS,FirstBU,,,,,,Stark,Done,3/15/18 10:03,AAKO - Stark - Acadia.3,,,,Spine,,,,AAKO-5109,,,,,,,
Story,AAKO-5109,985536,3/13/18 11:48,AAKO-3983,1/18/18 10:34,CPD - Commission Drill Downs for SD EOM,Completed,Done,Spine,,8,,DPS,FirstBU,,,,,,Stark,Done,3/13/18 11:48,AAKO - Stark - Acadia.3,,,,Spine,,,,AAKO-5108,,,,,,,
Story,AAKO-5108,985535,3/1/18 13:25,AAKO-3983,1/18/18 10:33,CPD - DTP to populate Progress Report,Completed,Done,Spine,,13,,DPS,FirstBU,,,,,,Stark,Done,3/1/18 13:25,AAKO - Stark - Acadia.2,,,,Spine,,,,AAKO-5107,,,,,,,
Story,AAKO-5107,985534,3/1/18 7:45,AAKO-3983,1/18/18 10:32,CPD - Template for My Progress Report (Sales Rep View),Completed,Done,Spine,,13,,FirstBU,Spine,,,,,,Stark,Done,3/1/18 7:45,AAKO - Stark - Acadia.2,,,,Spine,,,,AAKO-5019,,,,,,,
Story,AAKO-5106,985505,6/18/18 12:24,AAKO-3981,1/18/18 10:12,Inquiry Workflow: Notifications,Open,,ETH,,,,ETH,,,,,,,Stark,,,AAKO - Stark - C.4,,,,ETH,,,,AAKO-5105,,,,,,,
Story,AAKO-5105,985297,6/18/18 12:24,AAKO-3981,1/18/18 10:08,Inquiry Workflow: Resolution Flow,Open,,ETH,,8,,ETH,,,,,,,Stark,,,AAKO - Stark - C.4,,,,ETH,,,,AAKO-2563,,,,,,,
Story,AAKO-5104,985248,2/15/18 16:16,AAKO-3981,1/18/18 9:42,Participant Commission Rate Tool - Create Base Workflow,Completed,Done,Spine,,13,,DPS,FirstBU,,,,,,Stark,Done,2/15/18 16:16,AAKO - Stark - Acadia.1,,,,Spine,,,,AAKO-5103,,,,,,,
Story,AAKO-5103,985247,2/15/18 16:16,AAKO-3981,1/18/18 9:39,Participant Commission Rate Tool - Backend Structure Change,Completed,Done,Spine,,8,,DPS,FirstBU,,,,,,Stark,Done,2/15/18 16:16,AAKO - Stark - Acadia.1,,,,Spine,,,,AAKO-3913,,,,,,,
Story,AAKO-5091,982227,4/24/18 11:40,AAKO-3983,1/16/18 16:50,Upload & Display FSO Forms Section on FSO Portal,Completed,Done,Spine,,1,,CSS,DPS,Ethicon,FirstBU,,,,Stark,Done,4/24/18 11:40,Stark - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-5090,982225,4/24/18 10:25,AAKO-3983,1/16/18 16:47,Upload & Display Help Section on FSO Portal,Completed,Done,Spine,,2,,CSS,DPS,Ethicon,FirstBU,,,,Stark,Done,4/24/18 10:25,Stark - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-5089,982334,6/20/18 7:36,AAKO-4902,1/16/18 16:46,Compensation Summary - Participant Trained Parameter ,Open,,Trauma,,,,DPS,,,,,,,Lannister,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-5088,982333,6/19/18 10:31,AAKO-4902,1/16/18 16:46,(Lvl 2) Compensation Summary - CMF Component Information,Open,,CMF,Trauma,,,DPS,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,CMF,,,,,,,,,,,
Story,AAKO-5087,982332,5/16/18 20:18,AAKO-4906,1/16/18 16:46,Apply Earning Adjustments for Snapshot (Participant),Completed,Done,Spine,,8,,FirstBU,,,,,,,Lannister,Done,5/16/18 20:18,Lannister - Bandhavgarh.2,Lannister - Bandhavgarh.3,,,Spine,,,,,,AAKO-4358,,,,,
Story,AAKO-5086,982331,4/18/18 10:38,AAKO-4903,1/16/18 16:46,[Placeholder due to Complexity] Payout - Ability to pay on Off-Cycle schedule (Z),Open,,LastBu,,,,LastBU,,,,,,,Lannister,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5085,982330,4/18/18 10:39,AAKO-4903,1/16/18 16:46,[Placeholder due to Complexity] Payout - Ability to pay on Off-Cycle schedule (Y),Open,,LastBu,,,,LastBU,,,,,,,Lannister,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5084,982329,4/18/18 10:39,AAKO-4903,1/16/18 16:46,[Placeholder due to Complexity] Payout - Ability to pay on Off-Cycle schedule (X),Open,,LastBu,,,,LastBU,,,,,,,Lannister,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5081,982326,6/22/18 9:36,AAKO-4903,1/16/18 16:46,Common Payment Process - Update Other metrics to Process Termed Participant (B),Completed,Done,Spine,,8,,FirstBu,,,,,,,Lannister,Done,6/21/18 12:50,AAKO-Lannister - IP-C,,,,Spine,,,,,,,,,,,
Story,AAKO-5080,982325,6/22/18 8:11,AAKO-3979,1/16/18 16:46,Wage Code File / Payroll Report,In Progress,,Spine,,8,,FirstBU,MUST,,,,,,Lannister,,,AAKO-Lannister - C1,,,,Spine,,,,,,,,,,,
Story,AAKO-5079,982324,6/5/18 11:54,AAKO-4903,1/16/18 16:46,Common Payment Process - Identify Termed and Maintain Processing Status,Completed,Done,Spine,,5,,FirstBU,PI-B,,,,,,Lannister,Done,6/5/18 11:54,Lannister - Bandhavgarh.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5078,982323,6/7/18 8:53,AAKO-3976,1/16/18 16:46,Standard Guarantee @ Component Level,Open,,Recon - Distributer,,,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-5076,982321,5/23/18 12:29,AAKO-4902,1/16/18 16:46,Compensation Summary - Level 2 Logic and configuration (A),Completed,Done,Spine,,13,,FirstBU,,,,,,,Lannister,Done,5/23/18 12:29,Lannister - Bandhavgarh.2,Lannister - Bandhavgarh.3,,,Spine,,,,,,,,,,,
Story,AAKO-5075,982320,6/19/18 10:30,AAKO-4902,1/16/18 16:46,(Lvl 2) Compensation Summary - MIT SI Component Information,Open,,,,,,Mitek,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,MIT,,,,,,,,,,,
Story,AAKO-5068,982313,6/20/18 9:37,AAKO-4906,1/16/18 16:46,Flat: Amount * Territory Coverage Metric Type - Enhancement ,Open,,Trauma,,8,,DPS,,,,,,,Lannister,,,AAKO-Lannister - C4,,,,Trauma,,,,,,,,,,,
Story,AAKO-5067,982312,4/18/18 12:08,AAKO-4902,1/16/18 16:46,(Lvl 2) Compensation Summary - ETH 1 Component Information,Open,,,,,,Ethicon,,,,,,,Lannister,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5066,982311,5/24/18 16:44,AAKO-4902,1/16/18 16:46,Compensation Summary - Level 2 Logic and configuration (B),Completed,Done,Spine,,8,,PI-B,Spine,,,,,,Lannister,Done,5/24/18 16:44,Lannister - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-5065,982310,6/7/18 8:22,AAKO-4902,1/16/18 16:46,(Reuse) Compensation Summary - SPN Rep Component Information,Open,,Spine,,,,Spine,,,,,,,Lannister,,,,,,,Spine,,,,,,,,,,,
Story,AAKO-5064,982309,6/7/18 8:53,AAKO-3976,1/16/18 16:46,Flat Guarantee @ wwid Level ,Open,,Recon - Distributer,,,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-5063,982308,3/23/18 12:21,AAKO-4906,1/16/18 16:46,Compensation Summary - HTD (1 and 2) Total Earning @ WWID,Open,,ETH,,,,FirstBU,,,,,,,Lannister,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5062,982307,4/26/18 11:38,AAKO-4902,1/16/18 16:46,Compensation Summary - Level 1 Logic and configuration,Completed,Done,Spine,,8,,FirstBU,,,,,,,Lannister,Done,4/26/18 11:38,Lannister - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-5061,982306,5/23/18 12:17,AAKO-3976,1/16/18 16:46,Standard Guarantee Configuration  ,Completed,Done,Spine,,8,,FirstBU,PI-B,,,,,,Lannister,Done,5/23/18 12:17,Lannister - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-5060,982305,6/20/18 9:32,AAKO-3965,1/16/18 16:46,Kick-out Report for Participant aligned to Plan not to Geography ,Open,,Spine,,5,,WON'T,,,,,,,Lannister,,,AAKO-Lannister - C4,,,,Trauma,,,,,,,,,,,
Story,AAKO-5059,982304,4/12/18 7:08,AAKO-4902,1/16/18 16:46,Finalize & Standardize the columns shown in existing test portal views for each metric type (X),Completed,Done,Spine,,8,,FirstBU,,,,,,,Lannister,Done,4/12/18 7:08,AAKO - Lannister -B'ghar.IP,,,,Spine,,,,,,,,,,,
Story,AAKO-5058,982303,3/12/18 7:35,AAKO-3961,1/16/18 16:46,Compensation Summary - Data Week,Open,,ETH,,,,Ethicon,MIT,,,,,,Lannister,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5056,982301,6/19/18 9:38,AAKO-4902,1/16/18 16:46,Compensation Summary : Level 3 Metric Type Specific Columns - Portal Links,Open,,Spine,,8,,FirstBU,MUST,,,,,,Lannister,,,AAKO-Lannister - C2,,,,Spine,,,,,,,,,,,
Story,AAKO-5054,981699,4/12/18 10:06,AAKO-4906,1/16/18 16:46,Compensation Summary - Semester Total Earnings @ WWID Lvl,Open,,ETH,,,,Ethicon,,,,,,,Lannister,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5053,981698,6/8/18 8:24,AAKO-4902,1/16/18 16:46,(JR) Compensation Summary - For Distributors ,Open,,Recon - Distributer,,,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-5052,981697,4/12/18 7:10,AAKO-4906,1/16/18 16:45,"Aggregate Flat: Amount * Territory Coverage by wwid, Month ",Completed,Done,Spine,,5,,FirstBU,,,,,,,Lannister,Done,4/12/18 7:10,AAKO - Lannister -B'ghar.IP,,,,Spine,,,,,,,,,,,
Story,AAKO-5051,981696,6/25/18 14:14,AAKO-3979,1/16/18 16:45,Include records for multiple Cycles on the lvl 2 on the Compensation Summary,Open,,Spine,,,,FirstBU,,,,,,,Lannister,,,AAKO-Lannister - C2,,,,Spine,,,,,,,,,,,
Story,AAKO-5050,981695,6/25/18 11:00,AAKO-4902,1/16/18 16:45,Compensation Summary - Start and End Date,Open,,Spine,,13,,COULD,FirstBU,,,,,,Lannister,,,AAKO-Lannister - C3,,,,Spine,,,,,,,,,,,
Story,AAKO-5043,981688,2/27/18 10:18,AAKO-4903,1/16/18 16:45,Common Mechanics-Aggregate YTD Total Earnings @ wwid,Completed,Done,Spine,,5,,FirstBU,,,,,,,Lannister,Done,2/27/18 10:18,AAKO - Lannister - Acadia.2,,,,Spine,,,,,,,,,,,
Story,AAKO-5042,982223,4/18/18 16:10,AAKO-3983,1/16/18 16:45,Distributor Offices Need a Portal View,Open,,Recon - Distributer,,,,Joint_Recon_Distributor,,,,,,,Stark,,,,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-5041,982222,4/24/18 8:58,AAKO-3983,1/16/18 16:44,Upload & Display Plan and Policy Document Section on FSO Portal,Completed,Done,Spine,,2,,DPS,FirstBU,,,,,,Stark,Done,4/24/18 8:58,Stark - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-5038,982218,3/29/18 9:39,AAKO-3983,1/16/18 16:37,Participant Plan Summary Report - Manager,Completed,Done,Spine,,5,,DPS,FirstBU,,,,,,Stark,Done,3/29/18 9:39,AAKO - Stark - Acadia.4,,,,Spine,,,,AAKO-5037,,,,,,,
Story,AAKO-5037,982217,3/29/18 9:39,AAKO-3983,1/16/18 16:36,Participant Plan Summary Report - Rep,Completed,Done,Spine,,5,,DPS,FirstBU,,,,,,Stark,Done,3/29/18 9:39,AAKO - Stark - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5036,982216,6/18/18 3:32,AAKO-3983,1/16/18 16:34,Internal and External report: Customers aligned to Participants,Open,,Spine,,5,,Acclarent,CNV,CSS,DPS,Ethicon,SHOULD,,Stark,,,AAKO - Stark - C.1,,,,Spine,,,,,,,,,,,
Story,AAKO-5033,982213,4/18/18 10:54,AAKO-3983,1/16/18 16:26,RANKING REPORT: DPS RM / AVP Totem Ranking Report,Open,,LastBu,,,,DPS,LastBU,,,,,,Mormont,,,,,,,LastBu,,,,AAKO-5025,,,,,,,
Story,AAKO-5032,982211,4/18/18 15:45,AAKO-3983,1/16/18 16:26,ETH RM / AVP Totem Ranking Report,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,AAKO-5029,,,,,,,
Story,AAKO-5031,982208,4/18/18 9:25,AAKO-3983,1/16/18 16:24,CSS RM / AVP Totem Ranking Report,Open,,CSS,,,,CSS,LastBU,,,,,,Stark,,,,,,,CSS,,,,AAKO-5030,,,,,,,
Story,AAKO-5030,982206,4/18/18 9:25,AAKO-3983,1/16/18 16:22,CSS Rep Totem Ranking Report,Open,,CSS,,,,CSS,LastBU,,,,,,Stark,,,,,,,CSS,,,,AAKO-5029,,,,,,,
Story,AAKO-5029,982205,4/18/18 15:45,AAKO-3983,1/16/18 16:22,ETH Rep Totem Ranking Report,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,AAKO-5025,,,,,,,
Story,AAKO-5028,982204,4/18/18 9:25,AAKO-3983,1/16/18 16:22,MD Elite Ranking Report - CSS,Open,,CSS,,,,CSS,LastBU,,,,,,Stark,,,,,,,CSS,,,,AAKO-5027,,,,,,,
Story,AAKO-5027,982203,4/18/18 15:45,AAKO-3983,1/16/18 16:21,MD Elite Ranking Report - ETH,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,AAKO-5026,,,,,,,
