Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Dependent),Outward issue link (Dependent),Outward issue link (Gantt: finish-start),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actor Name),Custom field (Actor Type),Custom field (Approval Category),Custom field (Are business resources available?),Custom field (Asset Status),Custom field (Assets Link),Custom field (BP Year),Custom field (BUIT Lead),Custom field (Business Impact Description),Custom field (Business Value),Custom field (CAR Name),Custom field (CMDB Application ID),Custom field (CO),Custom field (CR),Custom field (Country),Custom field (DARM ID),Custom field (Defect Analysis and Resolution),Custom field (Developer),Custom field (Doc ID),Custom field (Does this impact multiple regions?),Custom field (Environment Affected),Custom field (Environment Information),Custom field (Epic Link),Custom field (Estimated Asset Date),Custom field (Final Asset Delivered Date),Custom field (Final Estimated Cost (USD)),Custom field (Final Estimated Delivery Date),Custom field (Final Estimated Hours),Custom field (Flagged),Custom field (Franchise + Brand),Custom field (Funding Type),Custom field (GDDM Routing Check),Custom field (Governance Body),Custom field (Governance Contact),Custom field (Hosting Provider),Custom field (ICA),Custom field (Initial Estimated Cost (USD)),Custom field (Initial Estimated Delivery Date),Custom field (Initial Estimated Hours),Custom field (Instantis ID),Custom field (Is Campaign Related?),Custom field (Is budget available?),Custom field (Is this request in-line with the business strategy?),Custom field (Is this request in-line with the product strategy?),Custom field (Issue Resolution),Custom field (Latest Summary),Custom field (Link to Feature),Custom field (Migration Information),Custom field (Moscow),Custom field (New URL),Custom field (Number of Languages),Custom field (Number of Pages),Custom field (Number of Templates),Custom field (Owner),Custom field (PEL),Custom field (PMx Project Name),Custom field (Pharma EMEA Functional Area),Custom field (Pharma EMEA Service Change Type),Custom field (Pharma EMEA Submit for backlog refinement),Custom field (Pharma EMEA Test Strategy),Custom field (Product),Custom field (Product Line),Custom field (Proposed Action & Platform),Custom field (Rank),Custom field (Reason),Custom field (Region + Country/Market),Custom field (Requested Go Live),Custom field (Requestor),Custom field (Requirement ID),Custom field (Requirement Status),Custom field (Requirement Type),Custom field (Root Cause),Custom field (SAP Transport),Custom field (SOW/Vendor Ref),Custom field (Scope),"Custom field (Sector, Franchise & Brand)","Custom field (Sector, Product Line, Product & Approach)",Custom field (Service Specialist),Custom field (Severity),Sprint,Sprint,Custom field (Stage of Risk Identification),Custom field (Stage of Risk Impact),Custom field (Story Points),Custom field (Summarized Estimate),Custom field (System Test ID),Custom field (TP ID),Custom field (Target Resolution Date),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Technical Design URL),Custom field (Technical Risk),Custom field (Technical Risk Comment),Custom field (Tester),Custom field (Tier),Custom field (Traceable to business process),Custom field (UAT Test ID),Custom field (URL),Custom field (Unit Testable),Custom field (Upcoming Brand Activities),Custom field (Visualization),Custom field (Web Hosting Env),Custom field (Web Hosting Subs),Custom field (Work Type),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Quota Adjustment: Mass Upload Geography Monthly Quotas,AAKO-2873,659011,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,gsauty1,gsauty1,05/Jul/17 3:50 PM,13/Jul/18 7:21 AM,17/Jul/18 3:54 PM,,LastBu,,LastBu,,Targaryen,,0,LastBU,,,,,,,"As a Comp Analyst, I want to be able to mass upload geography monthly quota adjustment requests so that I can process many adjustment requests at a time",,gsauty1,,,,,,,,,,,,,,,,,AAKO-2869,,,,,,,,,,,,,,,,,,,"* Ability to mass upload Geography Monthly Quotas Adjustment Requests using (Quota Adjustment template): BU, Geography ID, Product Hierarchy, Start/End Month, Status, Reason, Adjustment fields
* Ability to load closed periods in an open year
* Validate if Status is other than ""On Hold"" or ""Requested"", ie ""Completed"" (kickout)
* Validate for duplicate records in file (kickout)
* Validate for duplicate records on current records in the requested tables (kickout)
* Validate existing Geography ID from Geography Master (kickout)
* Validate that Geography ID exists in active Customer:Geo alignment (warning)
* Validate if any quota record that is loaded with a Product Hierarchy combination that does not exist in the Product Hierarchy table (kickout)
* Validate if the month being loaded is a year with only closed periods (kickout)

Test bulk upload (Nathan) with large amount of records",,,,,,,,,,,,,,,,,,,,,,,AAKO-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht077s:,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quota Adjustment: Mass Upload Zip Monthly Quotas,AAKO-2872,659009,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,gsauty1,gsauty1,05/Jul/17 3:47 PM,13/Jul/18 7:21 AM,17/Jul/18 3:54 PM,,LastBu,,LastBu,,Targaryen,,0,LastBU,,,,,,,"As a Comp Analyst, I want to be able to mass upload zip monthly quota adjustment requests so that I can process many adjustment requests at a time",,gsauty1,,,,,,,,,,,,,,,,,AAKO-2869,,,,,,,,,,,,,,,,,,,"* Ability to mass upload Zip Monthly Quotas Adjustment Requests using (Quota Adjustment template): BU, Zip Code, Product Hierarchy, Start/End Month, Status, Reason, Adjustment fields
* Ability to load closed periods in an open year
* Validate if Status is other than ""On Hold"" or ""Requested"", ie ""Completed"" (kickout)
* Validate for duplicate records in file (kickout)
* Validate for duplicate records on current records in the requested tables (kickout)
* Validate that Zip Code exists in active Zip:Geo alignment (warning)
* Validate if any quota record that is loaded with a Product Hierarchy combination that does not exist in the Product Hierarchy table (kickout)
* Validate if the month being loaded is a year with only closed periods (kickout)

Test bulk upload with large amount of records",,,,,,,,,,,,,,,,,,,,,,,AAKO-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht077u:,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quota Add/Update: Geography Monthly Quotas,AAKO-2871,659008,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,gsauty1,gsauty1,05/Jul/17 3:44 PM,19/Jun/18 8:05 AM,17/Jul/18 3:54 PM,,MIT,,MIT,,Targaryen,,0,CNV,Ethicon,Mitek,,,,,"As a Comp Analyst, I want to be able to add/update Geography Monthly Quotas into Optymyze so that the system can use them for Geo Aligned Quota Crediting.",,gsauty1,mmarsh3,,,,,,,,,,,,,,,,AAKO-2870,,,,,,,,,,,,,,,,,,,"* Ability to add or update Geography Monthly Quotas using key fields: BU, Fiscal Month, Geography ID and entire Product Hierarchy
* Add/Update process should *+not+* update any Adjustment records (with Reason field) - only loaded quota records
* Ability to load closed periods in an open year
* Validate for duplicate records in file (kickout)
* Validate existing Unique Geo ID from Geo Master (kickout)
* Validate that Geography ID exists in active Customer:Geo alignment (warning)
* Validate if any quota record that is loaded with a Product Hierarchy combination that does not exist in the Product Hierarchy table (kickout)
* Validate if the month being loaded is a year with only closed periods (kickout)
* Validate if updating an existing quota that already has an adjustment present (warning)",,,,,,,,,,,,,,,,,,,,,,,AAKO-3970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht06sf:,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Nov/17 4:08 PM;mmarsh3;[~gsauty1] is this needed for MVP 2?  Is it linked to Mass Upload quota adj functionality? ,20/Nov/17 4:24 PM;gsauty1;[~mmarsh3] This was to allow the user to add/update quotas (not quota adjustments) instead of loading full year refreshes. I don't think this is MVP 2 since we can still credit quotas without it.,,,,,,,,,,,,
Quota Add/Update: Zip Monthly Quotas,AAKO-2870,659007,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,gsauty1,gsauty1,05/Jul/17 3:40 PM,19/Jun/18 8:05 AM,17/Jul/18 3:54 PM,,MIT,,MIT,,Targaryen,,0,Mitek,,,,,,,"As a Comp Analyst, I want to be able to add/update Zip Monthly Quotas into Optymyze so that the system can use them for Geo Aligned Quota Crediting.",,gsauty1,,,,,,,,,,,,,,,,,AAKO-2868,,,,,,,,,,,,,,,,,,,"* Ability to add or update Zip Monthly Quotas using key fields: BU, Fiscal Month, Zip Code and entire Product Hierarchy
* Add/Update process should *+not+* update any Adjustment records (with Reason field) - only loaded quota records
* Ability to load closed periods in an open year
* Validate for duplicate records in file (kickout)
* Validate that Zip Code exists in active Zip:Geo alignment (warning)
* Validate if any quota record that is loaded with a Product Hierarchy combination that does not exist in the Product Hierarchy table (kickout)
* Validate if the month being loaded is a year with only closed periods (kickout)
* Validate if updating an existing quota that already has an adjustment present (warning)",,,,,,,,,,,,,,,,,,,,,,,AAKO-3970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht06s7:,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quota Adjustment: Mass Upload Customer Monthly Quotas,AAKO-2869,658796,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,gsauty1,gsauty1,05/Jul/17 2:47 PM,13/Jul/18 7:21 AM,17/Jul/18 3:54 PM,,LastBu,,LastBu,,Targaryen,,0,LastBU,Mitek,,,,,,"As a Comp Analyst, I want to be able to mass upload customer monthly quota adjustment requests so that I can process many adjustment requests at a time",,gsauty1,szlockie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"* Ability to mass upload Customer Monthly Quotas Adjustment Requests using (Quota Adjustment template): BU, Customer ID, Product Hierarchy, Start/End Month, Status, Reason, Adjustment fields
* Ability to load closed periods in an open year
* Validate if Status is other than ""On Hold"" or ""Requested"", ie ""Completed"" (kickout)
* Validate for duplicate records in file (kickout)
* Validate for duplicate records on current records in the requested tables (kickout)
* Validate existing Customer ID from Customer Master (kickout)
* Validate that Customer exists in active Customer:Geo alignment (warning)
* Validate if any quota record that is loaded with a Product Hierarchy combination that does not exist in the Product Hierarchy table (kickout)
* Validate if the month being loaded is a year with only closed periods (kickout)

Test bulk upload (Nathan) with large amount of records",,,,,,,,,,,,,,,,,,,,,,,AAKO-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht077w:,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/Jun/18 2:45 PM;szlockie;Per 6/12 Backlog mtg: belief is that this is complete. Beth to verify with Krystel. ,,,,,,,,,,,,,
Quota Add/Update: Customer Monthly Quotas,AAKO-2868,658793,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,gsauty1,gsauty1,gsauty1,05/Jul/17 2:34 PM,22/May/18 5:23 PM,17/Jul/18 3:54 PM,22/May/18 5:23 PM,Spine,,Spine,,Targaryen,,0,FirstBU,PI-B,,,,,,"As a Comp Analyst, I want to be able to add/update Customer Monthly Quotas into Optymyze so that the system can use them for Geo Aligned Quota Crediting.",,gsauty1,szlockie,,,,,,,0,,,100800,0,88200,,,,,,,,,,,,,,,,,,,,,,,"* Ability to add or update Customer Monthly Quotas using key fields: BU, Fiscal Month, Customer ID and entire Product Hierarchy
* Add/Update process should *+not+* update any Adjustment records (with Reason field) - only loaded quota records
* Ability to load closed periods in an open year
* Validate for duplicate records in file (kickout)
* Validate existing Customer ID from Customer Master (kickout)
* Validate that Customer exists in active Customer:Geo alignment (warning)
* Validate if any quota record that is loaded with a Product Hierarchy combination that does not exist in the Product Hierarchy table (kickout)
* Validate if the month being loaded is a year with only closed periods (kickout)
* Validate if updating an existing quota that already has an adjustment present (warning)",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3970,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|hyy7dj:,,,,,,,,,,,,,,,,AAKO-Targaryen - Bandhavgarh.3,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Apr/18 9:13 AM;szlockie;Would this belong with Mormont?,,,,,,,,,,,,,
Data Validation Reporting: Customer Data Assurance,AAKO-2569,609424,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,colson8,CKenisto,TMedl,01/Jun/17 4:56 PM,23/May/18 2:09 PM,17/Jul/18 3:54 PM,23/May/18 2:09 PM,Spine,,Spine,,Mormont,,0,FirstBU,PI-B,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of customer data sent compared to the record count of customer data received from interface file.  This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.",,CKenisto,TMedl,,,,,,,0,,,64800,0,64800,,,,,,AAKO-2568,,,,,,11/May/18 11:54 AM;colson8;Validation Summary_20180511.xlsx;https://jira.jnj.com/secure/attachment/585487/Validation+Summary_20180511.xlsx,,,,,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of customer data sent compared to the record count of customer data received from interface file.  This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.


See attached for Data Type = Customer for scope of inputs within this story",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-2277,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|hyq50f:,,,,,,,,,,,,,,,,AAKO - Mormont - Bandhavgarh.3,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Validation Reporting: Product Data Assurance,AAKO-2568,609423,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,colson8,CKenisto,TMedl,01/Jun/17 4:54 PM,09/Jul/18 8:48 AM,17/Jul/18 3:54 PM,22/May/18 1:11 PM,Spine,,Spine,,Mormont,,0,FirstBU,PI-B,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of product data sent companred to the record count of product data received from each product interface.  This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.",,CKenisto,colson8,TMedl,,,,,,0,,,111600,0,126000,,,,,,,,,,,,11/May/18 11:50 AM;colson8;Validation Summary_20180511.xlsx;https://jira.jnj.com/secure/attachment/585484/Validation+Summary_20180511.xlsx,,,,,,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates a record count control total of product data sent companred to the record count of product data received from each product interface.  This will ensure for SOX purposes the business can monitor reporting and correct to ensure foundational data is loaded as expected.

See the attached Validation Summary XLSX for list of Product Data Assurance inputs (Data Type = Product)",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-2277,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|hyq4zz:,,,,,,,,,,,,,,,,AAKO - Mormont - Bandhavgarh.3,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,22/May/18 1:11 PM;colson8;Reviewed QA post-Testing. the identified change to display [Data Source] was made and is now visible. Looks good,,,,,,,,,,,,,
Data Validation Reporting: Daily Duplicate Different Days Reporting Assurance,AAKO-2567,609422,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,CKenisto,CKenisto,TMedl,01/Jun/17 4:50 PM,18/Apr/18 3:58 PM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,ASP,Ethicon,,,,,,"As a Data Assurance Analyst, I need a monthly report to be provided that indicates which transaction lines have been duplicated as sent on 2 different days.  This will ensure for SOX purposes the business can monitor overstated reporting and correct to ensure foundational data is accurate.",,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-2277,,,,,,Impediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hvvjan:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
Data Validation Reporting: Daily Duplicate Reporting Assurance,AAKO-2566,609420,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,CKenisto,CKenisto,TMedl,01/Jun/17 4:48 PM,18/Apr/18 3:58 PM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,ASP,Ethicon,,,,,,"As a Data Assurance Analyst, I need a daily report to be provided that indicates which transaction lines have been duplicated.  This will ensure for SOX purposes the business can monitor overstated reporting and correct to ensure foundational data is accurate.",,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-2277,,,,,,Impediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hvvja7:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
Inquiry Workflow: Requestor Form for Payments Received,AAKO-2559,609408,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,NMitche5,TMedl,TMedl,01/Jun/17 4:30 PM,26/Jun/18 11:03 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,ETH,,,,,,,"As a Payout Analyst, I need a requester to populate a form regarding an inquiry related to a Payout Related Requests, so I can investigate the validity of the request and respond to the requester.",,szlockie,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User should be able to pick the Request type
Form would contain:
Business Unit
Payment Period (Required)
Summary of Issue - Free form text (Required)",,,,,,,,,,,,,,,,,,,,,,,AAKO-3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht06av:,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"26/Jan/18 12:42 PM;szlockie;E.g. ""The earnings i recieved for XX component does not match what is on my statement""",,,,,,,,,,,,,
Inquiry Workflow: Requestor Form for Plan or Performance,AAKO-2558,609407,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,NMitche5,TMedl,TMedl,01/Jun/17 4:28 PM,26/Jun/18 11:03 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,ETH,,,,,,,"As a Business Unit Analyst, I need a requester to populate a form regarding an inquiry related to Plan or Performance questions., so I can investigate the validity of the request and respond to the requester.",,NMitche5,szlockie,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User should be able to pick the Request type
Form would contain:
Business Unit
Summary of Issue - Free form text (Required)",,,,,,,,,,,,,,,,,,,,,,,AAKO-3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht06a7:,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"07/Dec/17 11:06 AM;NMitche5;As a Business Unit Analyst, I need a requester to populate a form regarding an inquiry related to a Business Unit Related Request. This will allow me to investigate the validity of the request and respond to the requester.","26/Jan/18 12:41 PM;szlockie;E.g. ""My performance dashboard seems off and I'd like to look into it"" or ""Can someone tell me when the next rankings report will be visible""",,,,,,,,,,,,
Inquiry Workflow:  Requester Form for Alignment (Deployment: Customer-Geography) ,AAKO-2557,609405,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,NMitche5,TMedl,TMedl,01/Jun/17 4:25 PM,26/Jun/18 11:03 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,ETH,,,,,,,"As a Deployment Analyst, I need a requester to populate a form regarding an inquiry related to a Deployment Request (cust-geo only) so I can investigate the validity of the request and respond to the requester.",,szlockie,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User should be able to pick the Request type
Form would contain:
Business Unit
User's Current Territory #
Customer Number / UCN (Required) - Use Customer Entity
Customer Name - populated from Entity
Summary of Issue - Free form text (Required)",,,,,,,,,,,,,,,,,,,,,,,AAKO-3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht069z:,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"26/Jan/18 12:37 PM;szlockie;E.g. ""Can you tell me when this customer was moved out of my territory""",,,,,,,,,,,,,
Inquiry Workflow: Requester Form for Governance,AAKO-2556,608898,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,NMitche5,TMedl,TMedl,01/Jun/17 4:18 PM,26/Jun/18 11:03 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Stark,,0,ETH,,,,,,,"As a Governance Analyst, I need a requester to populate a form regarding an inquiry related to a Governance Request, so I can investigate the validity of the request, resolve and communicate the outcome to field sales.",,szlockie,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"User should be able to pick the Request type
Governance Request Type needs to route for approval to the RM
       If not approved, close ticket
       If approved, needs to route to an AVP for approval (If not approved close)
       After second approval, needs to route to a Compensation analyst
Form would contain:
Business Unit
Geo ID - use Geo entity (limited to the Geo of the person that is submitting the request)
Customer Number / UCN (Optional) - Use Customer Entity
Customer Name - populated from Entity
Data Month (Optional)
Summary of Issue - Free form text (Required)",,,,,,,,,,,,,,,,,,,,,,,AAKO-3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht06af:,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"26/Jan/18 12:42 PM;szlockie;E.g. ""This sale was not invoiced in time to make the Q2 cutoff, but I want an exception to include it""",,,,,,,,,,,,,
Create a mechanism to override pricing or quantity on a sales invoice line record at crediting,AAKO-2180,558350,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,CKenisto,TMedl,TMedl,26/Apr/17 6:28 PM,11/Apr/18 10:47 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Mormont,,0,ETH,,,,,,,"As a Comp Analyst, I need a time based mechanism to compensate a product differently than its actual transmitted or manually loaded value. This will provide an alternative means of compensation when there is a need for the organization to deviate from a product's actual sales value.   This will be a parameter table to hold a specific product value for compensation purposes regardless of actual sales price.",,colson8,mmarsh3,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mechanism should only be brought in once sales land on harmonized table and prior to moving through compensation crediting or into performance reporting.
Once designated, process should change a transaction's crediting amount by line and provide changed value to downstream compensation performance reporting and compensation related activities.
Mechanism must provide user a means to specify a product and an effective time period.
Must provide the ability for multiple products with different time periods.
Must be able to edit time period or effective end time period.
Must consider kit typ cd or non kit typ cd as a consideration.
When kit typ cd is designated must ignore other records associated to kit on same invoice line at same invoice date to same invoice customer and same trans no of line.
Must be able to cross compensation years when necessary.
Probably a good idea to specific a compensation period in case rules different in same compensation year or across multiple compensation years.
BU designation should also be a consideration.
User who makes change and date of change should be recorded next to crediting rule exception.
Functionality should have a report built against sales as linked to rule to ensure SOX compliance can be monitored.
",,,,,,,,,,,,,,,,,,,,,,,AAKO-3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxpinz:,,,,,,,,,,,,,,,,,,,,,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,01/Nov/17 3:17 PM;mmarsh3;[~MJolivet] and [~TMedl] is this related to average selling price for Ethicon?,"05/Apr/18 12:33 PM;colson8;[~TMedl] [~MJolivet] - see Mike's question above. Is this related to Avg Selling Price, SCA, WAC, etc? 

If so, this has already been built and parameterized, and we can likely delete this story. Thank you!

CC: [~mmarsh3] [~PEdla]",,,,,,,,,,,,
Non-Automated Interface - Manual Sales Loading: Approval Routing,AAKO-1900,523437,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,CKenisto,TMedl,03/Apr/17 10:30 AM,10/Jul/18 3:18 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Mormont,,0,PI-B,Spine,,,,,,"As a Data Assurance Analyst, I need to route files manually loaded for manager approval.  This will ensure management oversight and SOX control against sales loaded for compensation when automated interfaces are not available.

[CLO 5/1/2018] - Have defined the process flow for Manual Sales inputs:
# Analyst creates a new upload request
# Form opens up, analyst selects the file type, period, etc. *Enters CONTROL TOTALS (count/sales)*, uploads manual file
# Submits
# Process runs to send for approval -- this will be needed, because before this request hits the Approver, the system needs to automatically validate the Sales and record count totals vs the control totals the analyst entered when creating this upload request
# If Validation(s) fail --> auto-reject, push-notification to submitter - needs to restart process
# If Validations pass --> send to DATA ASSUR. MGR for Approval; once approved, data is released for use in system (i.e. PREVENTATIVE approval control)
# Detective Reporting and Approvals also required before Payroll can be finalized (this requirement applies to all approval types)",,colson8,TMedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- Upon Canceling a load, load is canceled and user returns to main menu
- Upon executing a load, users file loads, they receive a prompt that load was successful and an email is generated with the loading details so it can be stored with the adjustment backup for SOX auditing.
- Upon Sending for Approval, load goes into holding table and manager receives a notification that a load is ready for approving. Once approved, another email is sent to loading analyst to inform them so they can go back and push the file to the harmonized table. Once pushed, a successful dialog and email is generated so user knows file has been loaded.
- This story should be linked to a Portal View which is where these adjustments will be loaded, described and sent through an approval workflow.
- This story should be also linked to secondary manual sales loading process for DePuy (Caremark, Caremed, Script, DDD, Lifenet, etc.) files which are using a separate loading inputs and upload process.",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-5361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxpij4:,,,,,,,,,,,,,,,,AAKO - Mormont - Corbett.4,,,,8.0,,,,,AS-Unknown,,,,,,,,,,,,,,,,,,,,,,,05/Jun/17 9:54 AM;zquasney;Need design from nexus and program team of how this will work. ,"04/Apr/18 2:43 PM;colson8;Notes: 
- Each Manual File has a Type (i.e. CareMark, Medline, etc)...manual UL of individual files will trigger separate Approvals
- Approver will see a summary (ie control total) @ line of approval; can also drill down into individual records if desired
- Confirmed: All Manual Sales Adj/Uploads are routed to System Assurance (ie Diana) for approval
- Approve or Reject w/ Comments (no edit capability by approver - will reject and send back if changes required)",,,,,,,,,,,,
